/Users/jennynguyen/Desktop/final_project/IMG/center_2025_04_12_01_14_50_581.jpg, /Users/jennynguyen/Desktop/final_project/IMG/left_2025_04_12_01_14_50_581.jpg, /Users/jennynguyen/Desktop/final_project/IMG/right_2025_04_12_01_14_50_581.jpg, 0, 0, 0, 8.05368E-05
/Users/jennynguyen/Desktop/final_project/IMG/center_2025_04_12_01_14_50_681.jpg, /Users/jennynguyen/Desktop/final_project/IMG/left_2025_04_12_01_14_50_681.jpg, /Users/jennynguyen/Desktop/final_project/IMG/right_2025_04_12_01_14_50_681.jpg, 0, 0, 0, 8.198372E-05
/Users/jennynguyen/Desktop/final_project/IMG/center_2025_04_12_01_14_50_783.jpg, /Users/jennynguyen/Desktop/final_project/IMG/left_2025_04_12_01_14_50_783.jpg, /Users/jennynguyen/Desktop/final_project/IMG/right_2025_04_12_01_14_50_783.jpg, 0, 0, 0, 8.415038E-05
/Users/jennynguyen/Desktop/final_project/IMG/center_2025_04_12_01_14_50_884.jpg, /Users/jennynguyen/Desktop/final_project/IMG/left_2025_04_12_01_14_50_884.jpg, /Users/jennynguyen/Desktop/final_project/IMG/right_2025_04_12_01_14_50_884.jpg, 0, 0, 0, 7.98011E-05
/Users/jennynguyen/Desktop/final_project/IMG/center_2025_04_12_01_14_50_986.jpg, /Users/jennynguyen/Desktop/final_project/IMG/left_2025_04_12_01_14_50_986.jpg, /Users/jennynguyen/Desktop/final_project/IMG/right_2025_04_12_01_14_50_986.jpg, 0, 0, 0, 8.174961E-05
/Users/jennynguyen/Desktop/final_project/IMG/center_2025_04_12_01_14_51_088.jpg, /Users/jennynguyen/Desktop/final_project/IMG/left_2025_04_12_01_14_51_088.jpg, /Users/jennynguyen/Desktop/final_project/IMG/right_2025_04_12_01_14_51_088.jpg, 0, 0, 0, 8.06817E-05
/Users/jennynguyen/Desktop/final_project/IMG/center_2025_04_12_01_14_51_188.jpg, /Users/jennynguyen/Desktop/final_project/IMG/left_2025_04_12_01_14_51_188.jpg, /Users/jennynguyen/Desktop/final_project/IMG/right_2025_04_12_01_14_51_188.jpg, 0, 0, 0, 7.887062E-05
/Users/jennynguyen/Desktop/final_project/IMG/center_2025_04_12_01_14_51_290.jpg, /Users/jennynguyen/Desktop/final_project/IMG/left_2025_04_12_01_14_51_290.jpg, /Users/jennynguyen/Desktop/final_project/IMG/right_2025_04_12_01_14_51_290.jpg, 0, 0, 0, 7.773539E-05
/Users/jennynguyen/Desktop/final_project/IMG/center_2025_04_12_01_14_51_392.jpg, /Users/jennynguyen/Desktop/final_project/IMG/left_2025_04_12_01_14_51_392.jpg, /Users/jennynguyen/Desktop/final_project/IMG/right_2025_04_12_01_14_51_392.jpg, 0, 0, 0, 7.764592E-05
/Users/jennynguyen/Desktop/final_project/IMG/center_2025_04_12_01_14_51_495.jpg, /Users/jennynguyen/Desktop/final_project/IMG/left_2025_04_12_01_14_51_495.jpg, /Users/jennynguyen/Desktop/final_project/IMG/right_2025_04_12_01_14_51_495.jpg, 0, 0, 0, 7.808338E-05
